Match Time in Seconds,Gi/No Gi,Skill / Belt,Division,Submission,Team,Conference,Year
84,NO GI,BEGINNER/INTERMEDIATE,JUVENILE,TRIANGLE,NA,COLUMBIA 2018,2018
201,NO GI,BEGINNER/INTERMEDIATE,JUVENILE,TRIANGLE,NA,COLUMBIA 2018,2018
60,NO GI,BEGINNER/INTERMEDIATE,JUVENILE,TRIANGLE,NA,RICHMOND 2016,2016
176,NO GI,BEGINNER/INTERMEDIATE,JUVENILE,TRIANGLE,NA,RICHMOND 2016,2016
74,NO GI,BEGINNER/INTERMEDIATE,JUVENILE,TRIANGLE,NA,RICHMOND 2016,2016
198,NO GI,BEGINNER/INTERMEDIATE,JUVENILE,TRIANGLE,NA,GREENSBORO 2018,2018
240,NO GI,BEGINNER/INTERMEDIATE,JUVENILE,TRIANGLE,NA,RICHMOND 2018,2018
278,NO GI,BEGINNER/INTERMEDIATE,JUVENILE,TRIANGLE,NA,RICHMOND 2018,2018
105,NO GI,BEGINNER/INTERMEDIATE,JUVENILE,TRIANGLE,NA,RICHMOND 2018,2018
360,NO GI,BEGINNER/INTERMEDIATE,JUVENILE,TRIANGLE,NA,GREENSBORO 2019,2019
228,NO GI,BEGINNER/INTERMEDIATE,JUVENILE,TRIANGLE,NA,RICHMOND 2017,2017
75,NO GI,BEGINNER/INTERMEDIATE,JUVENILE,TRIANGLE,NA,VIRGINIA BEACH 2018,2018
29,NO GI,BEGINNER/INTERMEDIATE,JUVENILE,TRIANGLE ,NA,RICHMOND 2018,2018
16,NO GI,BEGINNER/INTERMEDIATE,JUVENILE,VERBAL SUBMISSION,NA,RICHMOND 2018,2018
x,NO GI,BEGINNER/INTERMEDIATE,JUVENILE,VERBAL SUBMISSION,NA,RICHMOND 2017,2017
57,GI,BEGINNER/INTERMEDIATE,JUVENILE,,NA,RALEIGH 2017,2017
24,GI,BEGINNER/INTERMEDIATE,JUVENILE,,NA,RICHMOND 2017,2017
89,GI,BEGINNER/INTERMEDIATE,JUVENILE,,NA,RICHMOND 2017,2017
234,GI,BEGINNER/INTERMEDIATE,JUVENILE ,,NA,RALEIGH 2016,2016
90,NO GI,BEGINNER/INTERMEDIATE,JUVENILE,,NA,RICHMOND 2018,2018
100,NO GI,BEGINNER/INTERMEDIATE,JUVENILE ,,NA,RALEIGH 2016,2016
226,GI,BEGINNER/INTERMEDIATE/ADVANCED,JUVENILE,ARMBAR,NA,RALEIGH 2018,2018
55,NO GI,BEGINNER/INTERMEDIATE/ADVANCED,JUVENILE,ARMBAR,NA,VIRGINIA BEACH 2015,2015
109,NO GI,BEGINNER/INTERMEDIATE/ADVANCED,JUVENILE,ARMBAR,NA,VIRGINIA BEACH 2015,2015
236,NO GI,BEGINNER/INTERMEDIATE/ADVANCED,JUVENILE,ARMBAR,NA,VIRGINIA BEACH 2015,2015
52,GI,BEGINNER/INTERMEDIATE/ADVANCED,JUVENILE,CROSS COLLAR CHOKE,NA,RALEIGH 2018,2018
240,GI,BEGINNER/INTERMEDIATE/ADVANCED,JUVENILE,POINTS,NA,RALEIGH 2018,2018
240,GI,BEGINNER/INTERMEDIATE/ADVANCED,JUVENILE,POINTS,NA,RALEIGH 2018,2018
240,GI,BEGINNER/INTERMEDIATE/ADVANCED,JUVENILE,POINTS,NA,RALEIGH 2018,2018
240,GI,BEGINNER/INTERMEDIATE/ADVANCED,JUVENILE,POINTS,NA,RALEIGH 2018,2018
240,NO GI,BEGINNER/INTERMEDIATE/ADVANCED,JUVENILE,POINTS,NA,VIRGINIA BEACH 2015,2015
157,GI,BEGINNER/INTERMEDIATE/ADVANCED,JUVENILE,TRIANGLE,NA,RALEIGH 2018,2018
96,GI,BEGINNER/INTERMEDIATE/ADVANCED,JUVENILE,,NA,RALEIGH 2018,2018
89,GI,BEGINNER/INTERMIDATE/ADVANCE,JUVENILE,AMERICANA,NA,COLUMBIA 2018,2018
212,GI,BEGINNER/INTERMIDATE/ADVANCE,JUVENILE,AMERICANA,NA,COLUMBIA 2018,2018
34,NO GI,BEGINNER/INTERMIDATE/ADVANCE,JUVENILE,KIMURA,NA,COLUMBIA 2018,2018
240,NO GI,BEGINNER/INTERMIDATE/ADVANCE,JUVENILE,POINTS,NA,COLUMBIA 2018,2018
96,GI,BEGINNER/INTERMIDATE/ADVANCE,JUVENILE,TRIANGLE,NA,COLUMBIA 2018,2018
74,NO GI,BEGINNER/INTERMIDATE/ADVANCE,JUVENILE,TRIANGLE,NA,COLUMBIA 2018,2018
1214,GI,BLACK,MEN,AMERICANA,NA,GREENSBORO 2014,2014
182,GI,BLACK,MEN,AMERICANA,NA,VIRGINIA BEACH 2016,2016
575,GI,BLACK,MEN,AMERICANA,NA,VIRGINIA BEACH 2017,2017
2053,GI,BLACK,MEN,ANKLE LOCK,NA,GREENSBORO 2014,2014
830,GI,BLACK,MEN,ANKLE LOCK,NA,CHARLOTTE 2017,2017
143,GI,BLACK,MEN,ANKLE LOCK,NA,VIRGINIA BEACH 2018,2018
136,GI,BLACK,MEN,ANKLE LOCK,NA,VIRGINIA BEACH 2018,2018
976,GI,BLACK,MEN,ARMBAR,BJJ REVOLUTION,SUB ONLY VI,2010
1588,GI,BLACK,MEN,ARMBAR,PEDRO SAUER,SUB ONLY VI,2010
264,GI,BLACK,MEN,ARMBAR,BJJ UNITED,PHILLY 2010,2010
102,GI,BLACK,MEN,ARMBAR,NA,GREENSBORO 2014,2014
868,GI,BLACK,MEN,ARMBAR,NA,GREENSBORO 2014,2014
6524,GI,BLACK,MEN,ARMBAR,NA,RICHMOND 2014,2014
141,GI,BLACK,MEN,ARMBAR,NA,RALEIGH 2017,2017
431,GI,BLACK,MEN,ARMBAR,NA,VIRGINIA BEACH 2017,2017
1018,GI,BLACK,MEN,ARMBAR,NA,VIRGINIA BEACH 2017,2017
407,GI,BLACK,MEN,ARMBAR,NA,RICHMOND 2017,2017
196,GI,BLACK,MEN,ARMBAR,NA,RALEIGH 2018,2018
585,GI,BLACK,MEN,ARMBAR,NA,RALEIGH 2018,2018
644,GI,BLACK,MEN,ARMBAR,NA,RALEIGH 2018,2018
54,GI,BLACK,MEN,ARMBAR,NA,RALEIGH 2018,2018
233,GI,BLACK,MEN 30+,ARMBAR,NA,RALEIGH 2018,2018
1110,GI,BLACK,MEN,ARMBAR,NA,RALEIGH 2018,2018
691,GI,BLACK,MEN,ARMBAR,NA,VIRGINIA BEACH 2018,2018
240,GI,BLACK,MEN,ARMBAR,NA,VIRGINIA BEACH 2018,2018
1198,GI,BLACK,MEN,ARMBAR,NA,RICHMOND 2018,2018
362,GI,BLACK,MEN,ARMBAR,NA,GREENSBORO 2019,2019
1267,GI,BLACK,MEN,ARMBAR,NA,GREENSBORO 2019,2019
45,GI ,BLACK,MEN,ARMBAR,NA,RALEIGH 2017,2017
340,GI,BLACK,MEN,ARMLOCK,NA,GREENSBORO 2018,2018
261,GI,BLACK,MEN,ARMLOCK,NA,GREENSBORO 2018,2018
418,GI,BLACK,MEN,ARMLOCK,NA,GREENSBORO 2018,2018
419,GI,BLACK,MEN,BASEBALL BAT CHOKE,NA,GREENSBORO 2014,2014
190,GI,BLACK,MEN,BASEBALL BAT CHOKE,NA,RALEIGH 2018,2018
170,GI,BLACK,MEN,BOW AND ARROW CHOKE,NA,VIRGINIA BEACH 2016,2016
1010,GI,BLACK,MEN,BOW AND ARROW CHOKE,NA,VIRGINIA BEACH 2016,2016
2013,GI,BLACK,MEN,BOW AND ARROW CHOKE,NA,RALEIGH 2016,2016
1920,GI,BLACK,MEN,BOW AND ARROW CHOKE,NA,RALEIGH 2016,2016
929,GI,BLACK,MEN,BOW AND ARROW CHOKE,NA,CHARLOTTE 2017,2017
550,GI,BLACK,MEN,BOW AND ARROW CHOKE,NA,RICHMOND 2017,2017
1047,GI,BLACK,MEN,BOW AND ARROW CHOKE,NA,GREENSBORO 2014,2014
60,GI,BLACK,MEN,BRABO CHOKE,NA,RICHMOND 2016,2016
49,GI,BLACK,MEN,BRABO CHOKE,NA,CHARLOTTE 2017,2017
849,GI,BLACK,MEN,BRABO CHOKE,NA,RALEIGH 2017,2017
225,GI,BLACK,MEN,BRABO CHOKE,NA,VIRGINIA BEACH 2017,2017
1314,GI,BLACK,MEN,BREAD CUTTER CHOKE,NA,VIRGINIA BEACH 2018,2018
463,GI,BLACK,MEN,CALF SLICER,NA,COLUMBIA 2018,2018
1802,GI,BLACK,MEN,CALF SLICER,NA,RICHMOND 2018,2018
980,GI ,BLACK,MEN,CALF SLICER,NA,RICHMOND 2018,2018
386,GI,BLACK,MEN,CHOKE (non-descrip),NA,RICHMOND 2015,2015
1592,GI,BLACK,MEN,CHOKE (non-descrip),NA,RICHMOND 2018,2018
211,GI,BLACK,MEN,COLLAR CHOKE,NA,RALEIGH 2018,2018
66,GI,BLACK,MEN,COLLAR CHOKE,NA,RALEIGH 2018,2018
2889,GI,BLACK,MEN,CRAMPING,NA,GREENSBORO 2015,2015
1120,GI,BLACK,MEN,CROSS COLLAR CHOKE,NA,RICHMOND 2013,2013
393,GI,BLACK,MEN,CROSS COLLAR CHOKE,NA,RICHMOND 2013,2013
95,GI,BLACK,MEN,CROSS COLLAR CHOKE,NA,RICHMOND 2013,2013
76,GI,BLACK,MEN,CROSS COLLAR CHOKE,NA,RICHMOND 2013,2013
1635,GI,BLACK,MEN,CROSS COLLAR CHOKE,NA,RICHMOND 2018,2018
615,GI,BLACK,MEN,CROSS COLLAR CHOKE,NA,RICHMOND 2018,2018
281,GI,BLACK,MEN,CROSS COLLAR CHOKE,NA,GREENSBORO 2015,2015
496,GI,BLACK,MEN,CROSS COLLAR CHOKE,NA,RICHMOND 2015,2015
1847,GI,BLACK,MEN,CROSS COLLAR CHOKE,NA,VIRGINIA BEACH 2016,2016
1170,GI,BLACK,MEN,CROSS COLLAR CHOKE,NA,CHARLOTTE 2017,2017
1163,GI,BLACK,MEN,CROSS COLLAR CHOKE,NA,RALEIGH 2017,2017
2554,GI,BLACK,MEN,CROSS COLLAR CHOKE,NA,VIRGINIA BEACH 2017,2017
310,GI,BLACK,MEN,CROSS COLLAR CHOKE,NA,RICHMOND 2017,2017
1044,GI,BLACK,MEN,CROSS COLLAR CHOKE,NA,COLUMBIA 2018,2018
199,GI,BLACK,MEN 30+,CROSS COLLAR CHOKE,NA,RALEIGH 2018,2018
1609,GI,BLACK,MEN,CROSS COLLAR CHOKE,NA,GREENSBORO 2019,2019
1194,GI,BLACK,MEN,CROSS COLLAR CHOKE,NA,GREENSBORO 2019,2019
3609,GI ,BLACK,MEN,CROSS COLLAR CHOKE,NA,RICHMOND 2018,2018
197,GI,BLACK,MEN,D'ARCE,NA,RALEIGH 2017,2017
352,GI,BLACK,MEN,EZEKIEL CHOKE,NA,GREENSBORO 2014,2014
1024,GI,BLACK,MEN,EZEKIEL CHOKE,NA,RICHMOND 2014,2014
1701,GI,BLACK,MEN,EZEKIEL CHOKE,NA,RICHMOND 2014,2014
47,GI,BLACK,MEN,EZEKIEL CHOKE,NA,VIRGINIA BEACH 2016,2016
953,GI,BLACK,MEN,EZEKIEL CHOKE,NA,RALEIGH 2016,2016
1360,GI,BLACK,MEN,EZEKIEL CHOKE,NA,RICHMOND 2017,2017
161,GI,BLACK,MEN,EZEKIEL CHOKE,NA,RICHMOND 2017,2017
1529,GI,BLACK,MEN,EZEKIEL CHOKE,NA,RICHMOND 2018,2018
1451,GI,BLACK,MEN,EZEKIEL CHOKE,NA,RICHMOND 2018,2018
2557,GI,BLACK,MEN,FORFEIT,NA,CHICAGO 2014,2014
2557,GI,BLACK,MEN,FORFEIT,NA,CHICAGO 2014,2014
0,GI,BLACK,MEN,FORFEIT,NA,RALEIGH 2017,2017
0,GI,BLACK,MEN,FORFEIT,NA,RALEIGH 2018,2018
0,GI ,BLACK,MEN,FORFEIT,NA,RALEIGH 2017,2017
61,GI,BLACK,MEN,GUILLOTINE,NA,RALEIGH 2016,2016
126,GI,BLACK,MEN 30+,GUILLOTINE,NA,RICHMOND 2017,2017
1761,GI,BLACK,MEN,GUILLOTINE,NA,COLUMBIA 2018,2018
80,GI,BLACK,MEN,GUILLOTINE,NA,RALEIGH 2018,2018
339,GI,BLACK,MEN,HEAD AND ARM CHOKE,NA,GREENSBORO 2014,2014
4860,GI,BLACK,MEN,HEAD AND ARM CHOKE,NA,GREENSBORO 2014,2014
3960,GI,BLACK,MEN,KNEEBAR,NA,GREENSBORO 2014,2014
70,GI,BLACK,MEN,KNEEBAR,NA,RALEIGH 2017,2017
117,GI,BLACK,MEN,LAPEL CHOKE,NA,RALEIGH 2017,2017
2345,GI,BLACK,MEN,LAPEL CHOKE,NA,GREENSBORO 2018,2018
102,GI,BLACK,MEN,LOOP CHOKE,NA,VIRGINIA BEACH 2018,2018
544,GI,BLACK,MEN,OMEPLATA,NA,VIRGINIA BEACH 2018,2018
717,GI,BLACK,MEN,PUNCH CHOKE,LIMAA,SUB ONLY VI,2010
78,GI,BLACK,MEN,REVERSE TRIANGLE,NA,RALEIGH 2017,2017
2882,GI,BLACK,MEN,RNC,NA,GREENSBORO 2015,2015
625,GI,BLACK,MEN,RNC,NA,VIRGINIA BEACH 2015,2015
0,GI,BLACK,MEN 30+,ROCK PAPER SCISSORS,NA,RALEIGH 2018,2018
